,hot_cold_class,pos_neg_class,date,Degrees Celsius,Wind Gust (MPH),Precipitation,Wind Speed,Humidity,Weather,Visibility
15924,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
15925,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
15926,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
15927,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
15928,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
15929,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
15930,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
15931,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
15932,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
15933,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
15934,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
15935,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
15936,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
15937,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
15938,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
15939,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
15940,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
15941,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
15942,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
15943,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
15944,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
15945,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
15946,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
15947,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
15948,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
15949,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
15950,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
15951,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
15952,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
15953,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
15954,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
15955,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
15956,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
15957,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
15958,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
15959,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
16264,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
16265,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
16266,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
16267,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
16268,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
16269,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
16270,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
16271,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
16272,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
16273,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
16274,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
16275,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
16276,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
16277,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
16278,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
16279,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
16280,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
16281,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
16282,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
16283,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
16284,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
16285,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
16286,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
16287,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
16288,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
16289,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
16290,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
16291,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
16292,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
16293,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
16294,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
16295,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
16296,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
16297,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
16298,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
16299,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
16300,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
16301,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
17442,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
17443,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
17444,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
17445,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
17446,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
17447,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
17448,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
17449,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
17450,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
17451,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
17452,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
17453,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
17454,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
17455,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
17456,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
17457,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
17458,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
17459,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
17460,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
17461,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
17462,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
17463,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
17464,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
17465,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
17466,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
17467,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
17468,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
17469,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
17470,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
17471,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
17472,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
17473,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
17474,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
17475,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
17476,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
17477,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
17478,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
17479,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
17670,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
17671,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
17672,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
17673,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
17674,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
17675,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
17676,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
17677,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
17678,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
17679,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
17680,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
17681,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
17682,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
17683,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
17684,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
17685,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
17686,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
17687,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
17688,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
17689,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
17690,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
17691,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
17692,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
17693,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
17694,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
17695,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
17696,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
17697,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
17698,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
17699,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
17700,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
17701,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
17702,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
17703,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
17704,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
17705,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
17706,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
17707,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
18050,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
18051,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
18052,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
18053,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
18054,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
18055,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
18056,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
18057,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
18058,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
18059,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
18060,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
18061,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
18062,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
18063,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
18064,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
18065,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
18066,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
18067,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
18068,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
18069,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
18070,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
18071,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
18072,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
18073,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
18074,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
18075,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
18076,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
18077,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
18078,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
18079,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
18080,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
18081,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
18082,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
18083,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
18084,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
18085,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
18086,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
18087,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
19418,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
19419,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
19420,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
19421,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
19422,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
19423,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
19424,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
19425,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
19426,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
19427,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
19428,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
19429,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
19430,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
19431,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
19432,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
19433,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
19434,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
19435,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
19436,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
19437,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
19438,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
19439,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
19440,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
19441,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
19442,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
19443,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
19444,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
19445,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
19446,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
19447,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
19448,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
19449,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
19450,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
19451,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
19452,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
19453,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
19454,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
19455,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
19532,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
19533,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
19534,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
19535,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
19536,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
19537,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
19538,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
19539,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
19540,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
19541,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
19542,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
19543,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
19544,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
19545,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
19546,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
19547,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
19548,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
19549,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
19550,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
19551,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
19552,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
19553,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
19554,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
19555,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
19556,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
19557,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
19558,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
19559,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
19560,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
19561,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
19562,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
19563,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
19564,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
19565,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
19566,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
19567,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
19568,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
19569,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
19570,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
19571,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
19572,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
19573,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
19574,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
19575,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
19576,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
19577,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
19578,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
19579,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
19580,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
19581,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
19582,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
19583,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
19584,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
19585,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
19586,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
19587,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
19588,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
19589,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
19590,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
19591,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
19592,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
19593,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
19594,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
19595,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
19596,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
19597,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
19598,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
19599,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
19600,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
19601,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
19602,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
19603,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
19604,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
19605,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
19606,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
19607,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
19950,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
19951,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
19952,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
19953,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
19954,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
19955,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
19956,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
19957,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
19958,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
19959,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
19960,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
19961,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
19962,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
19963,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
19964,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
19965,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
19966,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
19967,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
19968,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
19969,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
19970,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
19971,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
19972,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
19973,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
19974,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
19975,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
19976,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
19977,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
19978,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
19979,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
19980,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
19981,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
19982,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
19983,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
19984,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
19985,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
19986,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
19987,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
21432,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
21433,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
21434,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
21435,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
21436,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
21437,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
21438,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
21439,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
21440,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
21441,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
21442,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
21443,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
21444,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
21445,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
21446,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
21447,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
21448,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
21449,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
21450,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
21451,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
21452,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
21453,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
21454,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
21455,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
21456,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
21457,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
21458,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
21459,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
21460,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
21461,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
21462,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
21463,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
21464,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
21465,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
21466,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
21467,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
21468,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
21469,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
22002,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
22003,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
22004,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
22005,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
22006,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
22007,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
22008,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
22009,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
22010,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
22011,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
22012,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
22013,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
22014,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
22015,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
22016,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
22017,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
22018,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
22019,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
22020,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
22021,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
22022,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
22023,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
22024,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
22025,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
22026,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
22027,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
22028,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
22029,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
22030,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
22031,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
22032,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
22033,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
22034,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
22035,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
22036,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
22037,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
22038,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
22039,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
22154,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
22155,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
22156,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
22157,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
22158,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
22159,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
22160,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
22161,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
22162,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
22163,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
22164,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
22165,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
22166,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
22167,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
